match_id,player_id,placement,mode,length,traits,units
17069,1863,5,Ranked,00:28:50,"['2 Lunar', '5 Warden', '3 Assassin']","['Leona', 'Ornn', 'LeBlanc', 'Karma', 'Qiyana', 'Khazix', 'Malphite', 'Amumu']"
17070,1863,6,Ranked,00:28:40,"['2 Lunar', '3 Electric', '3 Assassin', '3 Warden']","['Ornn', 'Leona', 'Volibear', 'Karma', 'Qiyana', 'Khazix', 'Malphite', 'Zed']"
17071,780,6,Ranked,00:28:07,"['3 Summoner', '2 Desert', '2 Mystic']","['Soraka', 'Azir', 'Karma', 'Qiyana', 'Khazix', 'Annie', 'Yorick']"
17072,780,3,Ranked,00:31:48,"['3 Poison', '1 Alchemist', '4 Ranger', '2 Crystal', '2 Glacial', '2 Warden']","['Braum', 'Varus', 'Dr. Mundo', 'Ezreal', 'Ashe', 'Twitch', 'Singed', 'Taric']"
17073,780,7,Ranked,00:24:43,"['5 Shadow', '2 Ranger']","['Maokai', 'Varus', 'Malzahar', 'Senna', 'Kindred', 'Kindred', 'Sion', 'Veigar']"
17074,780,1,Ranked,00:35:25,"['6 Berserker', '4 Electric', '1 Avatar', '2 Desert', '2 Glacial']","['Renekton', 'Volibear', 'Dr. Mundo', 'Sion', 'Khazix', 'Olaf', 'Zed', 'Lux']"
17075,780,5,Ranked,00:32:36,"['6 Mage', '2 Mountain', '4 Ocean', '2 Warden']","['Taliyah', 'Vladimir', 'LeBlanc', 'Syndra', 'Thresh', 'Veigar', 'Brand', 'Malphite', 'Nami']"
17076,780,2,Ranked,00:36:05,"['6 Shadow', '3 Inferno', '2 Mystic', '2 Ranger']","['Malzahar', 'Senna', 'Varus', 'Kindred', 'Sion', 'Veigar', 'Amumu', 'Master Yi', 'Nami']"
17077,780,6,Ranked,00:29:00,"['3 Poison', '2 Lunar', '1 Alchemist', '3 Shadow', '2 Mystic', '2 Ranger']","['Leona', 'Karma', 'Dr. Mundo', 'Kindred', 'Sion', 'Twitch', 'Master Yi', 'Singed']"
17078,780,4,Ranked,00:29:34,"['2 Soulbound', '6 Light', '2 Mystic', '2 Blademaster']","['Nasus', 'Jax', 'Senna', 'Aatrox', 'Soraka', 'Yorick', 'Lucian', 'Master Yi']"
17079,780,7,Ranked,00:29:07,"['3 Poison', '3 Predator', '2 Steel', '2 Glacial', '2 Ranger']","[""Kog'Maw"", 'Warwick', ""Rek'Sai"", 'Dr. Mundo', 'Ezreal', 'Nocturne', 'Twitch']"
17080,780,6,Ranked,00:25:23,"['2 Mountain', '4 Ocean', '4 Warden', '4 Mage']","['Taliyah', 'Vladimir', 'Syndra', 'Thresh', 'Nautilus', 'Malphite', 'Brand', 'Amumu']"
17081,551,1,Ranked,00:33:20,"['3 Poison', '1 Alchemist', '4 Ranger', '2 Crystal', '2 Glacial', '2 Warden']","['Braum', 'Dr. Mundo', 'Ezreal', 'Kindred', 'Ashe', 'Twitch', 'Singed', 'Taric']"
17082,551,4,Ranked,00:29:59,"['6 Light', '2 Mystic']","['Jax', 'Soraka', 'Aatrox', 'Karma', 'Lucian', 'Lucian', 'Yorick']"
17083,551,3,Ranked,00:33:35,"['1 Avatar', '4 Glacial', '4 Ranger', '3 Warden', '2 Crystal']","['Braum', 'Ezreal', 'Kindred', 'Twitch', 'Ashe', 'Malphite', 'Taric', 'Lux']"
17084,551,1,Ranked,00:35:49,"['9 Light', '2 Soulbound', '1 Avatar']","['Vayne', 'Jax', 'Senna', 'Aatrox', 'Soraka', 'Lucian', 'Yorick', 'Lux']"
17085,551,2,Ranked,00:34:49,"['7 Shadow', '1 Avatar', '2 Mystic', '2 Blademaster', '2 Wind']","['Malzahar', 'Senna', 'Yasuo', 'Kindred', 'Sion', 'Janna', 'Master Yi', 'Lux']"
17086,551,2,Ranked,00:32:13,"['4 Ranger', '4 Warden', '2 Crystal', '2 Glacial']","['Braum', 'Ezreal', 'Kindred', 'Ashe', 'Malphite', 'Twitch', 'Amumu', 'Taric']"
17087,551,3,Ranked,00:34:47,"['6 Light', '2 Mystic', '2 Warden']","['Nasus', 'Jax', 'Aatrox', 'Karma', 'Soraka', 'Lucian', 'Yorick', 'Yorick']"
17088,551,5,Ranked,00:28:58,"['6 Light', '2 Mystic']","['Nasus', 'Jax', 'Aatrox', 'Karma', 'Soraka', 'Lucian', 'Yorick']"
17089,551,8,Ranked,00:22:02,"['6 Light', '2 Mystic']","['Nasus', 'Vayne', 'Jax', 'Aatrox', 'Karma', 'Soraka', 'Lucian']"
17090,551,2,Ranked,00:37:37,"['4 Mystic', '5 Light']","['Jax', 'Karma', 'Soraka', 'Aatrox', 'Janna', 'Lucian', 'Yorick', 'Nami']"
17091,1454,5,Ranked,00:27:59,"['3 Poison', '1 Alchemist', '2 Crystal', '2 Mystic', '2 Ranger', '2 Warden']","['Braum', 'Dr. Mundo', 'Karma', 'Ashe', 'Twitch', 'Nami', 'Singed', 'Taric']"
17092,1454,1,Ranked,00:31:25,"['4 Predator', '2 Crystal', '2 Steel', '2 Glacial', '2 Warden']","[""Kog'Maw"", 'Warwick', 'Braum', ""Rek'Sai"", 'Skarner', 'Nocturne', 'Taric']"
17093,1454,8,Ranked,00:26:21,"['3 Shadow', '3 Inferno', '3 Summoner', '2 Ranger']","['Varus', 'Malzahar', 'Karma', 'Kindred', 'Sion', 'Yorick', 'Annie']"
17094,1454,8,Ranked,00:28:19,"['2 Lunar', '4 Warden', '2 Mystic', '2 Glacial', '2 Ranger']","['Leona', 'Braum', 'Nautilus', 'Karma', 'Janna', 'Ashe', 'Malphite', 'Twitch']"
17095,1454,2,Ranked,00:34:37,"['2 Lunar', '3 Electric', '3 Assassin', '3 Warden', '2 Mystic']","['Leona', 'Ornn', 'Volibear', 'Karma', 'Qiyana', 'Janna', 'Khazix', 'Taric', 'Zed']"
17096,1454,1,Normal,00:30:56,"['6 Mage', '6 Ocean', '1 Avatar', '2 Warden']","['Taliyah', 'Vladimir', 'Thresh', 'LeBlanc', 'Syndra', 'Nautilus', 'Veigar', 'Brand', 'Lux']"
17097,1454,1,Normal,00:31:31,"['2 Lunar', '3 Assassin', '3 Summoner', '2 Desert', '2 Mystic', '2 Wind']","['Leona', 'Karma', 'Qiyana', 'Azir', 'Khazix', 'Janna', 'Yorick', 'Zed']"
17098,1454,3,Ranked,00:34:51,"['6 Inferno', '3 Shadow', '3 Summoner', '2 Ranger']","['Zyra', 'Malzahar', 'Varus', 'Kindred', 'Annie', 'Brand', 'Amumu', 'Master Yi']"
17099,1454,8,Ranked,00:24:40,"['6 Berserker', '2 Desert', '2 Glacial']","['Renekton', 'Jax', 'Volibear', 'Dr. Mundo', 'Sion', 'Khazix', 'Olaf']"
17100,1454,1,Ranked,00:34:32,"['4 Crystal', '3 Poison', '1 Alchemist', '1 Avatar', '3 Ranger', '2 Glacial', '2 Warden']","['Braum', 'Dr. Mundo', 'Ezreal', 'Karma', 'Twitch', 'Ashe', 'Singed', 'Taric', 'Lux']"
17101,142,4,Ranked,00:30:44,"['4 Ocean', '3 Inferno', '3 Mage', '3 Warden']","['Vladimir', 'Syndra', 'Thresh', 'Kindred', 'Nautilus', 'Annie', 'Brand', 'Malphite']"
17102,142,7,Ranked,00:25:20,"['2 Lunar', '3 Summoner', '2 Warden']","['Leona', 'Azir', 'Karma', 'Qiyana', 'Annie', 'Malphite', 'Zed']"
17103,142,1,Ranked,00:35:34,"['2 Lunar', '3 Assassin', '3 Warden', '2 Desert', '2 Mystic', '2 Wind']","['Leona', 'Azir', 'Karma', 'Qiyana', 'Janna', 'Khazix', 'Malphite', 'Yorick', 'Taric']"
17104,142,7,Ranked,00:25:03,"['2 Lunar', '4 Warden', '2 Desert']","['Leona', 'Ornn', 'Azir', 'Karma', 'Qiyana', 'Khazix', 'Malphite']"
17105,142,6,Ranked,00:29:12,"['2 Lunar', '3 Summoner', '3 Warden', '2 Desert']","['Leona', 'Braum', 'Azir', 'Karma', 'Annie', 'Khazix', 'Malphite', 'Yorick']"
17106,142,8,Ranked,00:24:41,"['6 Inferno', '3 Warden', '2 Ranger']","['Zyra', 'Ornn', 'Varus', 'Qiyana', 'Kindred', 'Nautilus', 'Annie', 'Amumu']"
17107,142,2,Ranked,00:38:16,"['2 Lunar', '2 Mountain', '3 Assassin', '3 Summoner', '3 Warden', '2 Mystic']","['Leona', 'Soraka', 'Karma', 'Qiyana', 'Annie', 'Khazix', 'Malphite', 'Yorick', 'Amumu', 'Zed']"
17108,142,2,Ranked,00:34:26,"['3 Assassin', '3 Summoner', '2 Desert', '2 Mystic', '2 Wind']","['Azir', 'Karma', 'Qiyana', 'Janna', 'Khazix', 'Malphite', 'Yorick', 'Zed']"
17109,142,2,Ranked,00:37:14,"['4 Mystic', '2 Lunar', '1 Alchemist', '4 Warden', '2 Wind']","['Leona', 'Karma', 'Qiyana', 'Janna', 'Malphite', 'Master Yi', 'Singed', 'Nami', 'Taric']"
17110,142,2,Ranked,00:37:35,"['4 Electric', '2 Lunar', '1 Alchemist', '1 Avatar', '2 Mystic', '2 Warden']","['Leona', 'Volibear', 'Azir', 'Karma', 'Nami', 'Singed', 'Taric', 'Zed', 'Lux']"
17111,1045,3,Ranked,00:30:33,"['6 Berserker', '4 Desert', '2 Blademaster', '2 Glacial']","['Renekton', 'Volibear', 'Sivir', 'Azir', 'Dr. Mundo', 'Sion', 'Khazix', 'Olaf']"
17112,1045,4,Ranked,00:30:47,"['4 Desert', '4 Blademaster', '2 Mystic', '2 Wind']","['Renekton', 'Yasuo', 'Karma', 'Aatrox', 'Sivir', 'Azir', 'Khazix', 'Janna']"
17113,1045,4,Ranked,00:32:39,"['4 Electric', '2 Lunar', '1 Avatar', '4 Warden', '2 Mystic', '2 Ocean']","['Ornn', 'Leona', 'Nautilus', 'Karma', 'Nami', 'Taric', 'Zed', 'Lux']"
17114,1045,4,Ranked,00:30:42,"['1 Alchemist', '1 Avatar', '3 Electric', '3 Wind', '3 Glacial']","['Ornn', 'Volibear', 'Ezreal', 'Janna', 'Olaf', 'Singed', 'Zed', 'Lux']"
17115,1045,1,Ranked,00:34:57,"['4 Electric', '4 Mystic', '2 Lunar', '1 Avatar', '4 Warden']","['Leona', 'Ornn', 'Karma', 'Janna', 'Zed', 'Master Yi', 'Nami', 'Taric', 'Lux']"
17116,1045,5,Ranked,00:26:35,"['4 Electric', '2 Lunar', '1 Avatar', '4 Warden', '2 Mystic', '2 Ocean']","['Leona', 'Ornn', 'Karma', 'Nautilus', 'Nami', 'Taric', 'Zed', 'Lux']"
17117,1045,4,Ranked,00:28:37,"['2 Lunar', '6 Light', '2 Mystic', '2 Warden']","['Leona', 'Nasus', 'Jax', 'Aatrox', 'Karma', 'Soraka', 'Lucian', 'Yorick']"
17118,1045,7,Ranked,00:25:37,"['6 Shadow', '2 Blademaster', '2 Mystic']","['Senna', 'Yasuo', 'Malzahar', 'Karma', 'Kindred', 'Veigar', 'Sion', 'Master Yi']"
17119,1045,3,Ranked,00:30:39,"['3 Poison', '1 Alchemist', '4 Ranger', '2 Crystal', '2 Glacial', '2 Warden']","['Braum', 'Dr. Mundo', 'Ezreal', 'Kindred', 'Ashe', 'Twitch', 'Taric', 'Singed']"
17120,1045,3,Ranked,00:34:30,"['2 Lunar', '6 Light', '2 Mystic', '2 Warden']","['Leona', 'Nasus', 'Jax', 'Soraka', 'Aatrox', 'Karma', 'Lucian', 'Yorick']"
17121,1948,1,Ranked,00:34:57,"['3 Poison', '1 Alchemist', '4 Ranger', '3 Inferno', '2 Crystal', '2 Warden']","['Varus', 'Dr. Mundo', 'Kindred', 'Ashe', 'Twitch', 'Singed', 'Amumu', 'Taric']"
17122,1948,2,Ranked,00:33:59,"['4 Summoner', '2 Desert', '2 Mystic']","['Karma', 'Azir', 'Annie', 'Khazix', 'Yorick', 'Amumu', 'Nami', 'Zed']"
17123,1948,3,Ranked,00:32:43,"['6 Ocean', '2 Mountain', '1 Avatar', '3 Mage', '3 Warden']","['Taliyah', 'Vladimir', 'Thresh', 'Nautilus', 'Qiyana', 'Brand', 'Malphite', 'Lux']"
17124,1948,2,Ranked,00:34:46,"['6 Mage', '2 Mountain', '4 Ocean', '4 Warden']","['Taliyah', 'Vladimir', 'Syndra', 'Thresh', 'Nautilus', 'Veigar', 'Brand', 'Malphite', 'Taric']"
17125,1948,1,Ranked,00:32:00,"['6 Ocean', '2 Mountain', '3 Mage', '3 Warden', '2 Mystic']","['Taliyah', 'Vladimir', 'Syndra', 'Thresh', 'Nautilus', 'Qiyana', 'Malphite', 'Master Yi', 'Nami']"
17126,1948,2,Ranked,00:33:48,"['4 Desert', '4 Blademaster', '2 Mystic']","['Renekton', 'Yasuo', 'Aatrox', 'Azir', 'Karma', 'Sivir', 'Khazix', 'Master Yi']"
17127,1948,2,Ranked,00:32:45,"['2 Lunar', '7 Light', '2 Mystic', '2 Warden']","['Leona', 'Nasus', 'Vayne', 'Jax', 'Aatrox', 'Karma', 'Soraka', 'Yorick']"
17128,1948,3,Ranked,00:32:24,"['3 Poison', '1 Alchemist', '4 Ranger', '3 Inferno', '2 Crystal', '2 Warden']","['Braum', 'Varus', 'Dr. Mundo', 'Kindred', 'Ashe', 'Twitch', 'Singed', 'Taric']"
17129,1948,7,Ranked,00:26:31,"['3 Poison', '1 Alchemist', '4 Ranger', '4 Inferno', '2 Warden']","['Leona', 'Vayne', 'Dr. Mundo', 'Kindred', 'Ezreal', 'Twitch', 'Singed', 'Amumu']"
17130,1948,7,Ranked,00:22:14,"['3 Predator', '2 Steel']","[""Kog'Maw"", ""Rek'Sai"", ""Rek'Sai"", 'Skarner', 'Nocturne']"
17131,1719,4,Ranked,00:34:49,"['4 Desert', '4 Blademaster', '3 Mystic', '2 Wind']","['Renekton', 'Yasuo', 'Azir', 'Karma', 'Sivir', 'Janna', 'Khazix', 'Master Yi']"
17132,1719,7,Ranked,00:23:17,"['6 Light', '2 Mystic']","['Nasus', 'Jax', 'Aatrox', 'Karma', 'Soraka', 'Lucian', 'Yorick']"
17133,1719,5,Ranked,00:28:25,"['6 Shadow', '2 Mystic', '2 Blademaster', '2 Wind']","['Malzahar', 'Senna', 'Yasuo', 'Kindred', 'Sion', 'Veigar', 'Janna', 'Master Yi']"
17134,1719,2,Ranked,00:32:31,"['2 Lunar', '6 Light', '2 Mystic', '2 Warden']","['Leona', 'Nasus', 'Jax', 'Aatrox', 'Karma', 'Soraka', 'Lucian', 'Yorick']"
17135,1719,3,Ranked,00:31:37,"['4 Desert', '4 Blademaster', '2 Mystic', '2 Wind']","['Renekton', 'Yasuo', 'Aatrox', 'Azir', 'Karma', 'Sivir', 'Janna', 'Khazix']"
17136,1719,4,Ranked,00:29:23,"['3 Inferno', '3 Shadow', '3 Summoner', '2 Ranger']","['Malzahar', 'Varus', 'Yasuo', 'Azir', 'Kindred', 'Sion', 'Sion', 'Annie']"
17137,1719,3,Ranked,00:29:20,"['2 Mountain', '4 Ocean', '4 Warden', '3 Mage']","['Taliyah', 'Thresh', 'Nautilus', 'Qiyana', 'Brand', 'Malphite', 'Nami', 'Taric']"
17138,1719,6,Ranked,00:26:27,"['4 Desert', '2 Lunar', '2 Mystic', '2 Blademaster', '2 Warden', '2 Wind']","['Leona', 'Renekton', 'Yasuo', 'Azir', 'Karma', 'Sivir', 'Janna', 'Khazix']"
17139,1719,6,Ranked,00:25:04,"['5 Shadow', '2 Blademaster', '2 Wind']","['Senna', 'Malzahar', 'Yasuo', 'Kindred', 'Sion', 'Veigar', 'Janna', 'Annie']"
17140,1719,4,Ranked,00:32:09,"['6 Glacial', '1 Avatar', '4 Ranger', '3 Inferno', '2 Crystal', '2 Warden']","['Volibear', 'Braum', 'Varus', 'Ezreal', 'Kindred', 'Ashe', 'Olaf', 'Taric', 'Lux']"
17141,636,2,Ranked,00:37:03,"['4 Ocean', '3 Inferno', '3 Warden', '2 Mystic']","['Syndra', 'Nautilus', 'Qiyana', 'Soraka', 'Annie', 'Brand', 'Amumu', 'Nami', 'Taric']"
17142,636,4,Ranked,00:31:01,"['3 Poison', '3 Predator', '2 Crystal', '2 Steel', '2 Ranger']","[""Kog'Maw"", ""Rek'Sai"", 'Skarner', 'Qiyana', 'Dr. Mundo', 'Nocturne', 'Ashe', 'Twitch']"
17143,636,3,Ranked,00:32:43,"['2 Lunar', '3 Summoner', '2 Mystic', '2 Ocean', '2 Warden']","['Leona', 'Malzahar', 'Thresh', 'Azir', 'Karma', 'Qiyana', 'Janna', 'Yorick']"
17144,636,5,Ranked,00:28:24,"['2 Lunar', '3 Summoner', '2 Desert', '2 Mystic', '2 Warden']","['Leona', 'Braum', 'Azir', 'Karma', 'Soraka', 'Yorick', 'Khazix', 'Zed']"
17145,636,5,Ranked,00:29:13,"['4 Warden', '4 Ocean', '3 Inferno', '3 Mage']","['Syndra', 'Thresh', 'Nautilus', 'Qiyana', 'Malphite', 'Brand', 'Amumu', 'Nami']"
17146,636,7,Ranked,00:25:27,"['1 Avatar', '8 Light', '2 Mystic']","['Nasus', 'Jax', 'Aatrox', 'Karma', 'Soraka', 'Lucian', 'Yorick', 'Lux']"
17147,636,1,Ranked,00:35:31,"['2 Lunar', '1 Avatar', '3 Electric', '3 Wind', '3 Summoner', '2 Mystic', '2 Warden']","['Leona', 'Ornn', 'Volibear', 'Karma', 'Annie', 'Janna', 'Yorick', 'Zed', 'Lux']"
17148,636,4,Ranked,00:32:11,"['2 Lunar', '6 Light', '2 Mystic', '2 Warden']","['Leona', 'Nasus', 'Jax', 'Aatrox', 'Karma', 'Soraka', 'Lucian', 'Yorick', 'Yorick']"
17149,636,4,Ranked,00:30:17,"['6 Berserker', '1 Avatar', '4 Glacial', '2 Desert']","['Renekton', 'Jax', 'Volibear', 'Azir', 'Dr. Mundo', 'Sion', 'Olaf', 'Lux']"
17150,636,6,Ranked,00:29:31,"['2 Lunar', '3 Assassin', '2 Desert', '2 Mystic', '2 Warden']","['Diana', 'Leona', 'Braum', 'Soraka', 'Azir', 'Karma', 'Qiyana', 'Khazix']"
17151,407,1,Ranked,00:36:09,"['4 Crystal', '3 Poison', '1 Alchemist', '1 Avatar', '4 Ranger', '3 Warden']","['Dr. Mundo', 'Ezreal', 'Kindred', 'Ashe', 'Malphite', 'Twitch', 'Singed', 'Taric', 'Lux']"
17152,407,3,Ranked,00:32:54,"['7 Shadow', '1 Avatar', '3 Summoner']","['Zyra', 'Malzahar', 'Senna', 'Kindred', 'Sion', 'Veigar', 'Janna', 'Yorick', 'Lux']"
17153,407,5,Ranked,00:26:27,"['4 Warden', '4 Ranger', '2 Crystal', '2 Glacial']","['Leona', 'Braum', 'Ezreal', 'Kindred', 'Ashe', 'Malphite', 'Twitch', 'Taric']"
17154,407,1,Ranked,00:32:26,"['3 Poison', '1 Alchemist', '1 Avatar', '4 Glacial', '3 Berserker', '2 Ranger', '2 Wind']","['Braum', 'Volibear', 'Dr. Mundo', 'Ezreal', 'Olaf', 'Twitch', 'Yorick', 'Singed', 'Lux']"
17155,407,2,Ranked,00:31:16,"['6 Berserker', '3 Poison', '1 Alchemist', '2 Glacial']","['Renekton', 'Jax', 'Volibear', 'Dr. Mundo', 'Sion', 'Olaf', 'Twitch', 'Singed']"
17156,407,4,Ranked,00:31:32,"['6 Shadow', '4 Mystic', '1 Avatar', '2 Blademaster', '2 Wind']","['Yasuo', 'Karma', 'Kindred', 'Sion', 'Veigar', 'Janna', 'Master Yi', 'Nami', 'Lux']"
17157,407,4,Ranked,00:32:00,"['6 Berserker', '3 Poison', '1 Alchemist', '2 Desert', '2 Glacial']","['Renekton', 'Jax', 'Volibear', 'Dr. Mundo', 'Sion', 'Khazix', 'Olaf', 'Twitch', 'Singed']"
17158,407,2,Ranked,00:35:55,"['6 Berserker', '3 Poison', '1 Alchemist', '2 Desert', '2 Glacial']","['Renekton', 'Jax', 'Volibear', 'Azir', 'Dr. Mundo', 'Sion', 'Twitch', 'Olaf', 'Singed']"
17159,407,5,Ranked,00:32:32,"['3 Poison', '1 Alchemist', '4 Ranger', '2 Crystal', '2 Glacial', '2 Warden']","[""Kog'Maw"", 'Braum', 'Ezreal', 'Kindred', 'Ashe', 'Twitch', 'Singed', 'Taric']"
17160,407,4,Ranked,00:31:16,"['3 Poison', '1 Alchemist', '4 Ranger', '3 Glacial', '2 Crystal', '2 Warden']","['Braum', 'Dr. Mundo', 'Ezreal', 'Kindred', 'Ashe', 'Twitch', 'Singed', 'Taric']"
17161,1310,5,Ranked,00:27:06,"['6 Inferno', '3 Shadow', '3 Summoner', '2 Ranger']","['Zyra', 'Malzahar', 'Varus', 'Kindred', 'Sion', 'Annie', 'Brand', 'Amumu']"
17162,1310,6,Ranked,00:25:41,"['2 Lunar', '5 Shadow']","['Leona', 'Malzahar', 'Senna', 'Karma', 'Kindred', 'Sion', 'Veigar']"
17163,1310,4,Ranked,00:29:12,"['4 Warden', '4 Glacial', '3 Electric', '3 Berserker', '2 Ocean']","['Ornn', 'Braum', 'Volibear', 'Ezreal', 'Nautilus', 'Olaf', 'Nami', 'Zed']"
17164,1310,1,Ranked,00:34:21,"['2 Lunar', '4 Blademaster', '3 Mystic', '2 Desert', '2 Warden', '2 Wind']","['Leona', 'Yasuo', 'Azir', 'Karma', 'Sivir', 'Janna', 'Master Yi', 'Taric']"
17165,1310,6,Ranked,00:24:57,"['6 Berserker', '2 Glacial']","['Renekton', 'Jax', 'Volibear', 'Dr. Mundo', 'Sion', 'Olaf', 'Twitch']"
17166,1310,5,Ranked,00:31:21,"['2 Mountain', '4 Ocean', '4 Warden', '4 Mage']","['Taliyah', 'Vladimir', 'Syndra', 'Thresh', 'Nautilus', 'Malphite', 'Brand', 'Amumu']"
17167,1310,2,Ranked,00:34:08,"['6 Glacial', '3 Warden', '2 Crystal', '2 Electric', '2 Ranger']","['Warwick', 'Ornn', 'Volibear', 'Braum', 'Ezreal', 'Ashe', 'Olaf', 'Taric']"
17168,1310,3,Ranked,00:30:53,"['2 Mountain', '4 Ocean', '4 Warden', '4 Mage']","['Taliyah', 'Vladimir', 'Syndra', 'Thresh', 'Nautilus', 'Brand', 'Malphite', 'Amumu']"
17169,1310,2,Ranked,00:32:52,"['4 Steel', '3 Poison', '3 Predator', '1 Alchemist', '1 Avatar', '2 Crystal', '2 Ranger']","[""Kog'Maw"", ""Rek'Sai"", 'Skarner', 'Nocturne', 'Ashe', 'Twitch', 'Singed', 'Lux']"
17170,1310,3,Ranked,00:30:59,"['3 Poison', '3 Predator', '3 Glacial', '2 Crystal', '2 Ranger']","['Warwick', 'Warwick', ""Kog'Maw"", 'Braum', 'Skarner', 'Dr. Mundo', 'Ashe', 'Twitch']"
17171,1984,1,Ranked,00:32:51,"['6 Shadow', '1 Avatar', '2 Mystic', '2 Glacial']","['Braum', 'Kindred', 'Sion', 'Veigar', 'Janna', 'Olaf', 'Master Yi', 'Lux']"
17172,1984,6,Ranked,00:27:42,"['6 Light', '2 Mystic']","['Nasus', 'Vayne', 'Jax', 'Aatrox', 'Karma', 'Soraka', 'Yorick']"
17173,1984,1,Ranked,00:32:37,"['3 Poison', '1 Alchemist', '4 Glacial', '3 Electric', '3 Berserker', '2 Ranger', '2 Warden']","['Ornn', 'Braum', 'Volibear', 'Dr. Mundo', 'Ezreal', 'Olaf', 'Twitch', 'Singed', 'Zed']"
17174,1984,8,Ranked,00:22:20,"['4 Shadow', '3 Summoner', '2 Mystic', '2 Blademaster']","['Zyra', 'Malzahar', 'Kindred', 'Sion', 'Janna', 'Yorick', 'Master Yi']"
17175,1984,6,Ranked,00:28:17,"['2 Lunar', '6 Light', '2 Mystic', '2 Warden']","['Leona', 'Nasus', 'Vayne', 'Jax', 'Senna', 'Aatrox', 'Karma', 'Soraka', 'Yorick']"
17176,1984,1,Ranked,00:35:29,['6 Shadow'],"['Senna', 'Malzahar', 'Kindred', 'Sion', 'Veigar', 'Annie', 'Malphite', 'Master Yi']"
17177,1984,7,Ranked,00:24:05,"['1 Alchemist', '4 Ocean', '3 Mage', '2 Warden']","['Taliyah', 'Syndra', 'Thresh', 'Nautilus', 'Brand', 'Yorick', 'Nami', 'Singed']"
17178,1984,1,Normal,00:33:02,"['6 Warden', '4 Electric', '1 Avatar', '2 Ocean']","['Ornn', 'Thresh', 'Nautilus', 'Malphite', 'Yorick', 'Amumu', 'Taric', 'Zed', 'Lux']"
17179,1984,4,Normal,00:29:10,"['4 Predator', '2 Steel']","['Warwick', ""Kog'Maw"", ""Rek'Sai"", 'Skarner', 'Dr. Mundo', 'Nocturne']"
17180,1984,7,Ranked,00:26:59,"['2 Lunar', '3 Summoner', '2 Desert', '2 Mystic']","['Leona', 'Azir', 'Karma', 'Sivir', 'Soraka', 'Annie', 'Yorick']"
17181,901,8,Ranked,00:18:44,"['2 Lunar', '4 Warden', '2 Electric', '2 Mystic', '2 Glacial']","['Leona', 'Nasus', 'Ornn', 'Volibear', 'Braum', 'Karma', 'Master Yi']"
17182,901,3,Ranked,00:32:25,"['2 Lunar', '1 Alchemist', '3 Electric', '3 Warden', '2 Mystic', '2 Ocean']","['Leona', 'Ornn', 'Volibear', 'Karma', 'Nautilus', 'Singed', 'Nami', 'Zed']"
17183,901,3,Ranked,00:31:18,"['3 Poison', '1 Alchemist', '4 Ranger', '3 Inferno', '3 Warden', '2 Crystal']","['Varus', 'Dr. Mundo', 'Kindred', 'Ashe', 'Twitch', 'Amumu', 'Singed', 'Taric']"
17184,901,1,Ranked,00:33:32,"['4 Electric', '2 Lunar', '1 Alchemist', '1 Avatar', '4 Warden', '2 Mystic', '2 Ocean']","['Leona', 'Ornn', 'Karma', 'Nautilus', 'Singed', 'Amumu', 'Nami', 'Zed', 'Lux']"
17185,901,4,Ranked,00:32:41,"['2 Lunar', '1 Alchemist', '3 Electric', '3 Warden', '2 Mystic', '2 Ocean']","['Leona', 'Ornn', 'Volibear', 'Karma', 'Nautilus', 'Nami', 'Singed', 'Zed']"
17186,901,1,Ranked,00:33:21,"['2 Lunar', '1 Alchemist', '4 Warden', '3 Electric', '2 Mystic', '2 Ocean']","['Leona', 'Ornn', 'Volibear', 'Nautilus', 'Karma', 'Nami', 'Singed', 'Taric', 'Zed']"
17187,901,2,Ranked,00:33:55,"['4 Electric', '2 Lunar', '1 Alchemist', '1 Avatar', '4 Warden', '2 Mystic', '2 Ocean']","['Leona', 'Ornn', 'Karma', 'Nautilus', 'Nami', 'Singed', 'Taric', 'Zed', 'Lux']"
17188,901,5,Ranked,00:30:51,"['2 Lunar', '1 Alchemist', '3 Electric', '3 Warden', '2 Mystic']","['Ornn', 'Leona', 'Volibear', 'Karma', 'Zed', 'Nami', 'Singed', 'Taric']"
17189,901,6,Ranked,00:28:58,"['2 Lunar', '5 Warden', '3 Electric', '2 Mystic', '2 Ocean', '2 Glacial']","['Ornn', 'Leona', 'Braum', 'Volibear', 'Karma', 'Nautilus', 'Nami', 'Taric', 'Zed']"
17190,901,1,Ranked,00:35:12,"['3 Poison', '1 Alchemist', '4 Glacial', '3 Electric', '3 Berserker', '2 Warden']","['Ornn', 'Braum', 'Volibear', 'Dr. Mundo', 'Olaf', 'Twitch', 'Singed', 'Singed', 'Zed']"
17191,672,4,Ranked,00:30:02,"['6 Berserker', '3 Electric', '2 Desert', '2 Glacial']","['Ornn', 'Renekton', 'Volibear', 'Dr. Mundo', 'Sion', 'Olaf', 'Khazix', 'Zed']"
17192,672,3,Ranked,00:32:40,"['6 Berserker', '1 Alchemist', '2 Desert', '2 Glacial']","['Renekton', 'Jax', 'Volibear', 'Dr. Mundo', 'Sion', 'Khazix', 'Olaf', 'Olaf', 'Singed']"
17193,672,5,Ranked,00:29:11,"['2 Mountain', '4 Ocean', '4 Warden', '3 Mage']","['Taliyah', 'Vladimir', 'Thresh', 'Nautilus', 'Brand', 'Malphite', 'Amumu', 'Nami']"
